Version 5.13
Size of reals used in simulation: 10 bytes
Timestamp at start: 7-8-24 10:46:45
Reading in of parameters:
Read parameters for layer 1 from ../../orga_TL.txt
l2.L = 1E-6
l2.N_anion = 0
l2.N_cation = 0
l2.N_t_bulk = 8E21
Read parameters for layer 2 from ../../pero.txt
Read parameters for layer 3 from ../../orga_TL.txt
NP = 1000
tolPois = 1E-7
tolDens = 1E-6
couplePC = 10
minAcc = 0.1
maxAcc = 0.1
grad = 4
Vscan = -1
Vmax = 100
timeout = 540
JVFile = /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/JV_17c7c061-459f-466b-a09b-8400dd4178bf.dat
scParsFile = /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/scPars_17c7c061-459f-466b-a09b-8400dd4178bf.txt
logFile = /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/log_17c7c061-459f-466b-a09b-8400dd4178bf.txt
Read simulation setup from /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/simulation_setup_sclc_tl.txt

The following voltages will be simulated:
  i       V    UpdateIons   Store
Messages from main solver at voltage= 0.071:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.6757E-14
- Poisson solver converged: TRUE
- relative change of densities: 3.9231E-5


Messages from main solver at voltage= 0.061:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.5406E-14
- Poisson solver converged: TRUE
- relative change of densities: 4.8049E-5


Messages from main solver at voltage= 0.058:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =4.524E-15
- Poisson solver converged: TRUE
- relative change of densities: 3.1580E-4


Messages from main solver at voltage= 0.055:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.1633E-14
- Poisson solver converged: TRUE
- relative change of densities: 1.0456E-4


Messages from main solver at voltage= 0.052:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.3742E-14
- Poisson solver converged: TRUE
- relative change of densities: 3.5284E-5


Messages from main solver at voltage= 0.049:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =2.7981E-14
- Poisson solver converged: TRUE
- relative change of densities: 2.8256E-4


Messages from main solver at voltage= 0.044:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.0286E-14
- Poisson solver converged: TRUE
- relative change of densities: 5.0571E-4


Messages from main solver at voltage= 0.042:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =2.2985E-14
- Poisson solver converged: TRUE
- relative change of densities: 8.6489E-4


Messages from main solver at voltage= 0.040:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =2.6861E-14
- Poisson solver converged: TRUE
- relative change of densities: 2.9551E-4


Messages from main solver at voltage= 0.037:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.7716E-15
- Poisson solver converged: TRUE
- relative change of densities: 3.2772E-4


Messages from main solver at voltage= 0.035:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.167E-14
- Poisson solver converged: TRUE
- relative change of densities: 2.4683E-4


Messages from main solver at voltage= 0.032:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =4.7217E-14
- Poisson solver converged: TRUE
- relative change of densities: 3.4335E-5


Messages from main solver at voltage= 0.030:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =7.5149E-15
- Poisson solver converged: TRUE
- relative change of densities: 5.2897E-7


Messages from main solver at voltage= 0.028:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.6797E-14
- Poisson solver converged: TRUE
- relative change of densities: 8.2912E-5


Messages from main solver at voltage= 0.026:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.3281E-14
- Poisson solver converged: TRUE
- relative change of densities: 5.1457E-4


Messages from main solver at voltage= 0.025:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.271E-14
- Poisson solver converged: TRUE
- relative change of densities: 2.4457E-4


Messages from main solver at voltage= 0.022:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =8.5934E-15
- Poisson solver converged: TRUE
- relative change of densities: 6.4218E-4


Messages from main solver at voltage= 0.020:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =2.7234E-14
- Poisson solver converged: TRUE
- relative change of densities: 1.4507E-4


Messages from main solver at voltage= 0.019:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.401E-14
- Poisson solver converged: TRUE
- relative change of densities: 4.8054E-4


Messages from main solver at voltage= 0.018:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =3.4309E-14
- Poisson solver converged: TRUE
- relative change of densities: 1.0771E-4


Messages from main solver at voltage= 0.017:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =3.5701E-14
- Poisson solver converged: TRUE
- relative change of densities: 3.3617E-4


Messages from main solver at voltage= 0.016:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =3.1937E-14
- Poisson solver converged: TRUE
- relative change of densities: 3.8387E-5


Messages from main solver at voltage= 0.014:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =4.516E-14
- Poisson solver converged: TRUE
- relative change of densities: 2.6745E-4


Messages from main solver at voltage= 0.013:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =5.9115E-15
- Poisson solver converged: TRUE
- relative change of densities: 3.7036E-4


Messages from main solver at voltage= 0.012:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =2.4491E-14
- Poisson solver converged: TRUE
- relative change of densities: 5.5288E-4


Messages from main solver at voltage= 0.011:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =3.5261E-15
- Poisson solver converged: TRUE
- relative change of densities: 2.7624E-4


Messages from main solver at voltage= 0.010:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =5.6557E-15
- Poisson solver converged: TRUE
- relative change of densities: 7.6147E-4


Messages from main solver at voltage= 0.010:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =3.5984E-14
- Poisson solver converged: TRUE
- relative change of densities: 7.2306E-4


Messages from main solver at voltage= 0.009:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =2.9493E-14
- Poisson solver converged: TRUE
- relative change of densities: 1.4514E-4


Messages from main solver at voltage= 0.008:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =8.839E-15
- Poisson solver converged: TRUE
- relative change of densities: 1.8994E-4


Messages from main solver at voltage= 0.007:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =7.0265E-15
- Poisson solver converged: TRUE
- relative change of densities: 7.8870E-5


Messages from main solver at voltage= 0.006:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.8444E-14
- Poisson solver converged: TRUE
- relative change of densities: 6.8891E-4


Messages from main solver at voltage= 0.006:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =5.9381E-15
- Poisson solver converged: TRUE
- relative change of densities: 1.6921E-4


Messages from main solver at voltage= 0.005:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =2.2553E-14
- Poisson solver converged: TRUE
- relative change of densities: 6.3305E-4

Timestamp at end: 7-8-24 10:52:55
Total run time: 369.686 seconds.
